state,court_type,case_type,judge_rating,complexity,hearings,public_interest,case_text,outcome,clean_text
Maharashtra,Supreme Court,Constitutional,5.7,1.6,17,No,The Constitutional case with complexity 1.6 and 17 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Criminal,5.9,2.8,7,No,The Criminal case with complexity 2.8 and 7 hearings,1,the criminal case with complexity and hearings
West Bengal,District Court,Family,6.2,2.1,14,No,The Family case with complexity 2.1 and 14 hearings,1,the family case with complexity and hearings
Tamil Nadu,District Court,Constitutional,8.9,3.1,16,No,The Constitutional case with complexity 3.1 and 16 hearings,0,the constitutional case with complexity and hearings
Karnataka,District Court,Civil,5.2,8.9,7,No,The Civil case with complexity 8.9 and 7 hearings,1,the civil case with complexity and hearings
Delhi,District Court,Constitutional,9.6,4.3,9,No,The Constitutional case with complexity 4.3 and 9 hearings,1,the constitutional case with complexity and hearings
Maharashtra,District Court,Civil,5.0,8.8,2,No,The Civil case with complexity 8.8 and 2 hearings,1,the civil case with complexity and hearings
Delhi,High Court,Criminal,6.2,7.1,4,No,The Criminal case with complexity 7.1 and 4 hearings,1,the criminal case with complexity and hearings
Karnataka,Sessions Court,Criminal,8.6,2.4,4,No,The Criminal case with complexity 2.4 and 4 hearings,1,the criminal case with complexity and hearings
Maharashtra,Sessions Court,Civil,5.9,1.8,13,Yes,The Civil case with complexity 1.8 and 13 hearings,1,the civil case with complexity and hearings
Delhi,District Court,Family,8.4,5.6,15,No,The Family case with complexity 5.6 and 15 hearings,0,the family case with complexity and hearings
Maharashtra,High Court,Civil,5.2,8.0,18,No,The Civil case with complexity 8.0 and 18 hearings,0,the civil case with complexity and hearings
Maharashtra,District Court,Corporate,10.0,8.4,11,No,The Corporate case with complexity 8.4 and 11 hearings,1,the corporate case with complexity and hearings
Delhi,Sessions Court,Corporate,9.8,2.5,6,No,The Corporate case with complexity 2.5 and 6 hearings,0,the corporate case with complexity and hearings
Delhi,High Court,Criminal,5.7,5.8,7,No,The Criminal case with complexity 5.8 and 7 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,Sessions Court,Constitutional,9.4,8.7,19,No,The Constitutional case with complexity 8.7 and 19 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Civil,6.5,4.1,15,No,The Civil case with complexity 4.1 and 15 hearings,1,the civil case with complexity and hearings
Karnataka,District Court,Corporate,5.1,7.6,1,No,The Corporate case with complexity 7.6 and 1 hearings,1,the corporate case with complexity and hearings
West Bengal,District Court,Family,7.4,7.4,16,No,The Family case with complexity 7.4 and 16 hearings,0,the family case with complexity and hearings
Maharashtra,Supreme Court,Corporate,8.8,9.0,11,Yes,The Corporate case with complexity 9.0 and 11 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,District Court,Corporate,6.4,4.5,4,No,The Corporate case with complexity 4.5 and 4 hearings,1,the corporate case with complexity and hearings
Karnataka,High Court,Civil,6.0,5.1,12,No,The Civil case with complexity 5.1 and 12 hearings,0,the civil case with complexity and hearings
Tamil Nadu,District Court,Constitutional,7.0,7.8,6,No,The Constitutional case with complexity 7.8 and 6 hearings,1,the constitutional case with complexity and hearings
Maharashtra,District Court,Corporate,9.8,7.4,4,No,The Corporate case with complexity 7.4 and 4 hearings,1,the corporate case with complexity and hearings
Delhi,District Court,Constitutional,7.5,8.1,16,No,The Constitutional case with complexity 8.1 and 16 hearings,1,the constitutional case with complexity and hearings
West Bengal,High Court,Family,8.1,3.0,2,No,The Family case with complexity 3.0 and 2 hearings,1,the family case with complexity and hearings
Karnataka,High Court,Civil,9.6,8.1,14,No,The Civil case with complexity 8.1 and 14 hearings,0,the civil case with complexity and hearings
Maharashtra,Sessions Court,Civil,8.0,8.0,17,No,The Civil case with complexity 8.0 and 17 hearings,0,the civil case with complexity and hearings
Maharashtra,Sessions Court,Corporate,8.0,7.1,15,No,The Corporate case with complexity 7.1 and 15 hearings,0,the corporate case with complexity and hearings
Karnataka,High Court,Civil,5.9,2.4,7,No,The Civil case with complexity 2.4 and 7 hearings,1,the civil case with complexity and hearings
Tamil Nadu,High Court,Civil,6.6,1.9,5,No,The Civil case with complexity 1.9 and 5 hearings,1,the civil case with complexity and hearings
Delhi,District Court,Criminal,5.4,8.8,2,No,The Criminal case with complexity 8.8 and 2 hearings,1,the criminal case with complexity and hearings
Delhi,Supreme Court,Criminal,5.6,6.1,8,No,The Criminal case with complexity 6.1 and 8 hearings,1,the criminal case with complexity and hearings
Maharashtra,Sessions Court,Constitutional,7.8,5.8,18,No,The Constitutional case with complexity 5.8 and 18 hearings,1,the constitutional case with complexity and hearings
West Bengal,High Court,Criminal,6.9,7.6,4,No,The Criminal case with complexity 7.6 and 4 hearings,0,the criminal case with complexity and hearings
Karnataka,Supreme Court,Criminal,6.6,5.5,5,No,The Criminal case with complexity 5.5 and 5 hearings,1,the criminal case with complexity and hearings
Maharashtra,District Court,Civil,6.7,9.2,18,No,The Civil case with complexity 9.2 and 18 hearings,1,the civil case with complexity and hearings
Delhi,High Court,Family,7.8,7.6,17,No,The Family case with complexity 7.6 and 17 hearings,0,the family case with complexity and hearings
Delhi,Sessions Court,Civil,6.8,7.9,7,No,The Civil case with complexity 7.9 and 7 hearings,1,the civil case with complexity and hearings
West Bengal,High Court,Criminal,5.3,4.7,16,No,The Criminal case with complexity 4.7 and 16 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,High Court,Corporate,5.9,7.5,11,No,The Corporate case with complexity 7.5 and 11 hearings,1,the corporate case with complexity and hearings
Delhi,High Court,Criminal,7.4,3.2,4,No,The Criminal case with complexity 3.2 and 4 hearings,0,the criminal case with complexity and hearings
Tamil Nadu,High Court,Criminal,9.5,5.7,13,No,The Criminal case with complexity 5.7 and 13 hearings,0,the criminal case with complexity and hearings
Tamil Nadu,High Court,Constitutional,6.0,1.5,2,Yes,The Constitutional case with complexity 1.5 and 2 hearings,1,the constitutional case with complexity and hearings
West Bengal,Sessions Court,Criminal,9.2,5.9,14,No,The Criminal case with complexity 5.9 and 14 hearings,0,the criminal case with complexity and hearings
Maharashtra,Supreme Court,Corporate,7.1,4.0,12,No,The Corporate case with complexity 4.0 and 12 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,High Court,Civil,6.6,8.0,19,No,The Civil case with complexity 8.0 and 19 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Corporate,9.3,2.2,16,No,The Corporate case with complexity 2.2 and 16 hearings,0,the corporate case with complexity and hearings
Karnataka,High Court,Constitutional,8.5,5.8,15,No,The Constitutional case with complexity 5.8 and 15 hearings,1,the constitutional case with complexity and hearings
Maharashtra,District Court,Constitutional,9.2,7.1,10,No,The Constitutional case with complexity 7.1 and 10 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Supreme Court,Corporate,5.5,5.8,10,No,The Corporate case with complexity 5.8 and 10 hearings,1,the corporate case with complexity and hearings
Karnataka,District Court,Corporate,5.3,2.9,2,No,The Corporate case with complexity 2.9 and 2 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,High Court,Constitutional,5.6,2.5,10,No,The Constitutional case with complexity 2.5 and 10 hearings,1,the constitutional case with complexity and hearings
Karnataka,Sessions Court,Criminal,8.0,5.4,8,No,The Criminal case with complexity 5.4 and 8 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,High Court,Constitutional,9.0,3.0,10,No,The Constitutional case with complexity 3.0 and 10 hearings,0,the constitutional case with complexity and hearings
Maharashtra,District Court,Constitutional,5.7,2.1,7,No,The Constitutional case with complexity 2.1 and 7 hearings,0,the constitutional case with complexity and hearings
West Bengal,Supreme Court,Corporate,9.3,1.8,6,No,The Corporate case with complexity 1.8 and 6 hearings,0,the corporate case with complexity and hearings
Karnataka,High Court,Constitutional,7.6,6.4,7,No,The Constitutional case with complexity 6.4 and 7 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Corporate,9.2,3.4,10,No,The Corporate case with complexity 3.4 and 10 hearings,0,the corporate case with complexity and hearings
Maharashtra,High Court,Criminal,5.6,1.8,8,No,The Criminal case with complexity 1.8 and 8 hearings,1,the criminal case with complexity and hearings
Delhi,District Court,Civil,6.3,4.9,2,No,The Civil case with complexity 4.9 and 2 hearings,0,the civil case with complexity and hearings
West Bengal,High Court,Civil,6.7,4.0,12,No,The Civil case with complexity 4.0 and 12 hearings,1,the civil case with complexity and hearings
Delhi,Sessions Court,Civil,9.9,8.4,15,No,The Civil case with complexity 8.4 and 15 hearings,1,the civil case with complexity and hearings
Maharashtra,Sessions Court,Civil,7.3,5.4,16,No,The Civil case with complexity 5.4 and 16 hearings,0,the civil case with complexity and hearings
West Bengal,District Court,Civil,9.6,6.4,13,No,The Civil case with complexity 6.4 and 13 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Civil,8.8,8.7,12,No,The Civil case with complexity 8.7 and 12 hearings,1,the civil case with complexity and hearings
Tamil Nadu,High Court,Constitutional,7.0,8.3,12,No,The Constitutional case with complexity 8.3 and 12 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Constitutional,7.7,3.0,13,No,The Constitutional case with complexity 3.0 and 13 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Supreme Court,Corporate,8.4,3.9,16,No,The Corporate case with complexity 3.9 and 16 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,Sessions Court,Corporate,8.1,1.8,16,No,The Corporate case with complexity 1.8 and 16 hearings,1,the corporate case with complexity and hearings
West Bengal,Sessions Court,Family,6.0,7.7,4,No,The Family case with complexity 7.7 and 4 hearings,0,the family case with complexity and hearings
Maharashtra,District Court,Corporate,7.2,8.0,16,Yes,The Corporate case with complexity 8.0 and 16 hearings,1,the corporate case with complexity and hearings
West Bengal,High Court,Corporate,6.9,8.1,5,No,The Corporate case with complexity 8.1 and 5 hearings,1,the corporate case with complexity and hearings
Maharashtra,District Court,Civil,6.8,9.0,4,No,The Civil case with complexity 9.0 and 4 hearings,1,the civil case with complexity and hearings
Delhi,Supreme Court,Constitutional,9.6,3.1,15,No,The Constitutional case with complexity 3.1 and 15 hearings,1,the constitutional case with complexity and hearings
Karnataka,High Court,Family,6.0,9.1,18,Yes,The Family case with complexity 9.1 and 18 hearings,1,the family case with complexity and hearings
Tamil Nadu,High Court,Corporate,8.1,6.6,18,No,The Corporate case with complexity 6.6 and 18 hearings,1,the corporate case with complexity and hearings
Delhi,Sessions Court,Civil,8.8,4.7,9,No,The Civil case with complexity 4.7 and 9 hearings,1,the civil case with complexity and hearings
Tamil Nadu,High Court,Corporate,6.2,3.8,1,No,The Corporate case with complexity 3.8 and 1 hearings,1,the corporate case with complexity and hearings
Karnataka,Sessions Court,Family,7.9,6.9,17,No,The Family case with complexity 6.9 and 17 hearings,0,the family case with complexity and hearings
Tamil Nadu,District Court,Family,7.1,5.5,2,No,The Family case with complexity 5.5 and 2 hearings,1,the family case with complexity and hearings
Karnataka,Sessions Court,Civil,9.3,5.2,16,No,The Civil case with complexity 5.2 and 16 hearings,0,the civil case with complexity and hearings
Karnataka,Supreme Court,Corporate,7.4,7.6,17,Yes,The Corporate case with complexity 7.6 and 17 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,District Court,Corporate,7.7,4.8,12,No,The Corporate case with complexity 4.8 and 12 hearings,0,the corporate case with complexity and hearings
West Bengal,Supreme Court,Corporate,6.6,4.7,17,No,The Corporate case with complexity 4.7 and 17 hearings,0,the corporate case with complexity and hearings
West Bengal,High Court,Corporate,6.5,7.7,13,No,The Corporate case with complexity 7.7 and 13 hearings,1,the corporate case with complexity and hearings
West Bengal,Supreme Court,Family,9.7,4.2,10,No,The Family case with complexity 4.2 and 10 hearings,1,the family case with complexity and hearings
West Bengal,High Court,Civil,6.3,4.3,19,No,The Civil case with complexity 4.3 and 19 hearings,1,the civil case with complexity and hearings
Delhi,Sessions Court,Constitutional,8.8,2.1,17,No,The Constitutional case with complexity 2.1 and 17 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Family,5.1,7.8,1,No,The Family case with complexity 7.8 and 1 hearings,0,the family case with complexity and hearings
West Bengal,Sessions Court,Criminal,9.9,3.5,6,No,The Criminal case with complexity 3.5 and 6 hearings,0,the criminal case with complexity and hearings
Karnataka,District Court,Corporate,9.6,9.2,6,No,The Corporate case with complexity 9.2 and 6 hearings,0,the corporate case with complexity and hearings
